# x
0.000000000000000000e+00 8.837890625000000000e-01
0.000000000000000000e+00 4.248046875000000000e-01
0.000000000000000000e+00 7.075195312500000000e-01
0.000000000000000000e+00 7.529296875000000000e-01
0.000000000000000000e+00 6.416015625000000000e-01
0.000000000000000000e+00 6.562500000000000000e-01
0.000000000000000000e+00 7.822265625000000000e-01
0.000000000000000000e+00 2.871093750000000000e-01
0.000000000000000000e+00 5.107421875000000000e-01
0.000000000000000000e+00 8.662109375000000000e-01
0.000000000000000000e+00 1.210937500000000000e-01
0.000000000000000000e+00 5.966796875000000000e-01
0.000000000000000000e+00 7.578125000000000000e-01
0.000000000000000000e+00 2.792968750000000000e-01
0.000000000000000000e+00 5.400390625000000000e-01
0.000000000000000000e+00 2.265625000000000000e-01
0.000000000000000000e+00 9.931640625000000000e-01
0.000000000000000000e+00 2.431640625000000000e-01
0.000000000000000000e+00 2.802734375000000000e-01
0.000000000000000000e+00 3.168945312500000000e-01
0.000000000000000000e+00 6.767578125000000000e-01
0.000000000000000000e+00 2.089843750000000000e-01
0.000000000000000000e+00 1.699218750000000000e-01
0.000000000000000000e+00 3.994140625000000000e-01
0.000000000000000000e+00 9.863281250000000000e-01
0.000000000000000000e+00 6.464843750000000000e-01
0.000000000000000000e+00 9.106445312500000000e-01
0.000000000000000000e+00 9.609375000000000000e-01
0.000000000000000000e+00 3.076171875000000000e-01
0.000000000000000000e+00 5.419921875000000000e-01
0.000000000000000000e+00 8.457031250000000000e-01
0.000000000000000000e+00 7.060546875000000000e-01
0.000000000000000000e+00 4.575195312500000000e-01
0.000000000000000000e+00 5.615234375000000000e-01
0.000000000000000000e+00 4.785156250000000000e-02
0.000000000000000000e+00 3.691406250000000000e-01
0.000000000000000000e+00 1.240234375000000000e-01
0.000000000000000000e+00 7.792968750000000000e-01
0.000000000000000000e+00 7.636718750000000000e-01
0.000000000000000000e+00 4.531250000000000000e-01
0.000000000000000000e+00 6.162109375000000000e-01
0.000000000000000000e+00 9.130859375000000000e-01
0.000000000000000000e+00 5.263671875000000000e-01
0.000000000000000000e+00 4.648437500000000000e-01
0.000000000000000000e+00 1.411132812500000000e-01
0.000000000000000000e+00 4.238281250000000000e-01
0.000000000000000000e+00 7.812500000000000000e-01
0.000000000000000000e+00 4.082031250000000000e-01
0.000000000000000000e+00 3.925781250000000000e-01
0.000000000000000000e+00 9.003906250000000000e-01
0.000000000000000000e+00 9.082031250000000000e-02
0.000000000000000000e+00 6.679687500000000000e-01
0.000000000000000000e+00 2.832031250000000000e-02
0.000000000000000000e+00 3.520507812500000000e-01
0.000000000000000000e+00 2.070312500000000000e-01
0.000000000000000000e+00 4.306640625000000000e-01
0.000000000000000000e+00 8.955078125000000000e-01
